cite_key,year,type,title,journal,doi,tier,decision,matched_surrogate_terms,matched_ml_terms,matched_opt_terms,matched_esm_terms,matched_proxy_hints,matched_noise_terms,oa_status,oa_pdf_url,cited_by_count,referenced_works_count,primary_topic,oa_full_text_available,read_priority
Wang20201981,2020,CONFERENCE,Data-based Energy Storage System Configuration and Operation Considering Degradation Cost,iSPEC 2020 - Proceedings: IEEE Sustainable Power and Energy Conference: Energy Transition and Energy Internet,10.1109/iSPEC50848.2020.9351142,A,accept,gaussian process,,optimization; model predictive,power grid,,load forecasting,closed,,,23,Smart Grid Energy Management,0,low
Azevedo2021630,2021,ARTICLE,Influence of model calibration and optimization techniques on the evaluation of thermal comfort and retrofit measures of a Lisbon household using building energy simulation,Advances in Building Energy Research,10.1080/17512549.2019.1654916,A,accept,surrogate,,optimization; multi-objective,energy system,surrogate,,closed,,11,26,Building Energy and Comfort Optimization,0,medium
Tian2018252,2018,ARTICLE,Wind power prediction method based on hybrid kernel function support vector machine,Wind Engineering,10.1177/0309524X17737337,A,accept,radial basis function,support vector,optimization,power grid,,,closed,,47,25,Energy Load and Power Forecasting,0,medium
Alamaniotis2018138,2018,ARTICLE,Probabilistic kernel machines for predictive monitoring of weld residual stress in energy systems,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2018.02.009,A,accept,gaussian process,machine learning; support vector,scheduling,energy system,,,green,,14,69,Welding Techniques and Residual Stresses,0,medium
Tomin2018103,2018,CONFERENCE,Voltage/VAR Control and Optimization: AI approach,IFAC-PapersOnLine,10.1016/j.ifacol.2018.11.685,out,reject,,machine learning; random forest,optimization,power system,,,,,,,,,
Lu2018563,2018,ARTICLE,Properties emulation on td-lte electric power wireless private,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-030-00018-9_49,out,reject,,,,smart grid; power grid,,,,,,,,,
Gupta2020302,2020,CONFERENCE,Hybrid Random Forest and Particle Swarm Optimization Algorithm for Solar Radiation Prediction,"2020 IEEE 5th International Conference on Computing Communication and Automation, ICCCA 2020",10.1109/ICCCA49541.2020.9250715,out,reject,,random forest,optimization,power system; microgrid; renewable energy,,,,,,,,,
Tchórzewski2019,2019,CONFERENCE,Metaidentification of the modern Polish power exchange control system,"Proceedings - International Conference on Modern Electric Power Systems, MEPS 2019",10.1109/MEPS46793.2019.9394972,A,accept,metamodel,neural network,,power system; electric power system,,,closed,,1,9,Technical Engine Diagnostics and Monitoring,0,low
Perera2019191,2019,ARTICLE,Machine learning methods to assist energy system optimization,Applied Energy,10.1016/j.apenergy.2019.03.202,A,accept,surrogate,neural network; machine learning,optimization; multi-objective; pareto,energy system,speed up; surrogate,,green,,104,46,Energy Load and Power Forecasting,0,high
Abokersh2020,2020,CONFERENCE,Application of response surface model for sizing solar thermal energy system at residential scale during the early design stages,"ASME 2020 14th International Conference on Energy Sustainability, ES 2020",10.1115/ES2020-1670,A,accept,response surface,,optimization,energy system; renewable energy,,,closed,,,,Solar Radiation and Photovoltaics,0,low
Li2020,2020,ARTICLE,An early warning method of TCU failure in electromagnetic environment based on pattern matching and support vector regression,Energies,10.3390/en13215537,out,reject,,support vector,optimization,power system,,,,,,,,,
Li201972,2019,ARTICLE,Optimal storage sizing of energy storage for peak shaving in presence of uncertainties in distributed energy management systems,"International Journal of Modelling, Identification and Control",10.1504/IJMIC.2019.096840,out,reject,,machine learning; support vector,scheduling; milp; mixed integer,smart grid; power grid,,load forecasting,,,,,,,
Chen2020126,2020,ARTICLE,Field data–driven online prediction model for icing load on power transmission lines,Measurement and Control (United Kingdom),10.1177/0020294019878872,out,reject,,machine learning; support vector,optimization,power system; electric power system; power grid,,,,,,,,,
Yuan2020,2020,ARTICLE,Ship emission mitigation strategies choice under uncertainty,Energies,10.3390/en13092213,A,accept,metamodel; gaussian process,,optimisation,energy system,,,gold,https://www.mdpi.com/1996-1073/13/9/2213/pdf?version=1588423463,5,36,Maritime Transport Emissions and Efficiency,1,low
20181,2018,ARTICLE,"15th International Conference on Practical Applications of Agents and Multi-Agent Systems, PAAMS 2017",Advances in Intelligent Systems and Computing,,out,reject,,,dispatch,microgrid; smart grid,acceleration,,,,,,,,
Guo20201046,2020,ARTICLE,A short-term load forecasting model of multi-scale CNN-LSTM hybrid neural network considering the real-time electricity price,Energy Reports,10.1016/j.egyr.2020.11.078,out,reject,,neural network; random forest; support vector; convolutional neural; lstm,,power system; electric power system,,load forecasting,,,,,,,
Ismael20194003,2019,ARTICLE,Prediction the data consumption for power demands by Elman neural network,International Journal of Electrical and Computer Engineering,10.11591/ijece.v9i5.pp4003-4009,A,accept,radial basis function,neural network,,power system,approximation,load forecasting,diamond,http://ijece.iaescore.com/index.php/IJECE/article/download/15833/13000,8,11,Neural Networks and Applications,1,low
Marzbani2018,2018,CONFERENCE,Dynamic Economic Dispatch for a Wind and Run-of-the-River Hydropower Integrated System: An IWO Implementation,"Proceedings - 2018 IEEE International Conference on Environment and Electrical Engineering and 2018 IEEE Industrial and Commercial Power Systems Europe, EEEIC/I and CPS Europe 2018",10.1109/EEEIC.2018.8494555,out,reject,,support vector,optimization; dispatch; economic dispatch; scheduling,economic dispatch,,,,,,,,,
Balderrama20192999,2019,CONFERENCE,Automated evaluation of levelized cost of energy of isolated micro-grids for energy planning purposes in developing countries,"ECOS 2019 - Proceedings of the 32nd International Conference on Efficiency, Cost, Optimization, Simulation and Environmental Impact of Energy Systems",,A,accept,gaussian process,,optimization; energy planning,energy system; microgrid; renewable energy; energy planning,,,,,,,,,
Li2018669,2018,ARTICLE,Research and application of a combined model based on variable weight for short term wind speed forecasting,Renewable Energy,10.1016/j.renene.2017.09.089,out,reject,,support vector,optimization,power system; smart grid,,wind speed forecasting,,,,,,,
Yiling2020928,2020,CONFERENCE,A Short-Term Load Forecasting Model Based on Improved Random Forest Algorithm,"Proceedings - 2020 7th International Forum on Electrical Engineering and Automation, IFEEA 2020",10.1109/IFEEA51475.2020.00195,out,reject,,random forest,optimization,power system,,load forecasting,,,,,,,
Zhao2020,2020,CONFERENCE,Provincial Renewable Energy Dispatch Planning and Assessment Based on RPS policy in China,Energy Proceedings,10.46855/energy-proceedings-7428,out,reject,,support vector,dispatch,renewable energy; energy dispatch,,,,,,,,,
Kapoor20181189,2018,CONFERENCE,A Comparison of Short-Term Load Forecasting Techniques,"International Conference on Innovative Smart Grid Technologies, ISGT Asia 2018",10.1109/ISGT-Asia.2018.8467788,out,reject,,random forest; regression tree,scheduling,power system; power grid,,load forecasting,,,,,,,
Rodgers2018951,2018,ARTICLE,Generation expansion planning considering health and societal damages – A simulation-based optimization approach,Energy,10.1016/j.energy.2018.09.004,A,accept,surrogate; metamodel; metamodeling,,optimization; capacity expansion; generation expansion; energy planning,power system; electric power system; capacity expansion; generation expansion; power grid; energy planning,surrogate,,closed,,41,45,Electric Power System Optimization,0,medium
Roy2020,2020,ARTICLE,Performance evaluation of a novel biomass-based hybrid energy system employing optimisation and multi-criteria decision-making techniques,Sustainable Energy Technologies and Assessments,10.1016/j.seta.2020.100861,A,accept,response surface; response surface methodology,regression model,optimization; optimisation; multi-objective,energy system,,,closed,,28,67,Thermodynamic and Exergetic Analyses of Power and Cooling Systems,0,medium
Debbarma2019,2019,CONFERENCE,SPC based approach for Frequency Control of Power Systems Penetrated with Fast Acting Reserve,"2019 8th International Conference on Power Systems: Transition towards Sustainable, Smart and Flexible Grids, ICPS 2019",10.1109/ICPS48983.2019.9067625,out,reject,,,dispatch,power system; power grid,replace; emulating,,,,,,,,
Sideratos2020,2020,ARTICLE,A novel fuzzy-based ensemble model for load forecasting using hybrid deep neural networks,Electric Power Systems Research,10.1016/j.epsr.2019.106025,A,accept,radial basis function,neural network; deep learning; convolutional neural,optimization,power system,,load forecasting,closed,,165,65,Energy Load and Power Forecasting,0,high
Shibl2020,2020,ARTICLE,Machine learning-based management of electric vehicles charging: Towards highly-dispersed fast chargers,Energies,10.3390/en13205429,out,reject,,neural network; deep learning; machine learning; random forest; support vector; learning-based; recurrent neural; lstm,optimization,smart grid; power grid,,,,,,,,,
Thrampoulidis2019765,2019,CONFERENCE,Could machine learning be used to approximate optimal building retrofit solutions with the use of easily accessible building data?,"ECOS 2019 - Proceedings of the 32nd International Conference on Efficiency, Cost, Optimization, Simulation and Environmental Impact of Energy Systems",,A,accept,surrogate,neural network; machine learning,optimization; multi-objective; pareto,energy system; renewable energy,approximate; replace; surrogate,,,,,,,,
Wen202114,2021,ARTICLE,A hybrid ensemble model for interval prediction of solar power output in ship onboard power systems,IEEE Transactions on Sustainable Energy,10.1109/TSTE.2019.2963270,A,accept,radial basis function,neural network; machine learning,optimization,power system,,,closed,,84,48,Solar Radiation and Photovoltaics,0,high
Zhang2019136254,2019,ARTICLE,Wind power prediction based on pso-svr and grey combination model,IEEE Access,10.1109/ACCESS.2019.2942012,out,reject,,neural network; support vector; regression model,optimization; dispatch,renewable energy; power grid,,,,,,,,,
Yoder2020,2020,CONFERENCE,Load Profile Prediction Using Customer Characteristics,"2020 IEEE PES/IAS PowerAfrica, PowerAfrica 2020",10.1109/PowerAfrica49420.2020.9219811,out,reject,,random forest,,power system; microgrid,,,,,,,,,
Yang2020415,2020,ARTICLE,A novel competitive swarm optimized RBF neural network model for short-term solar power generation forecasting,Neurocomputing,10.1016/j.neucom.2019.09.110,A,accept,radial basis function,neural network,optimization,power system; renewable energy,,,closed,,130,47,Solar Radiation and Photovoltaics,0,high
Huang20204123,2020,CONFERENCE,Bus reactive load prediction based on random forests,"2020 IEEE 4th Conference on Energy Internet and Energy System Integration: Connecting the Grids Towards a Low-Carbon High-Efficiency Energy System, EI2 2020",10.1109/EI250167.2020.9346996,out,reject,,random forest,optimization; dispatch,power system; electric power system; power grid,,load forecasting,,,,,,,
Gruosso2020618,2020,ARTICLE,Joined Probabilistic Load Flow and Sensitivity Analysis of Distribution Networks Based on Polynomial Chaos Method,IEEE Transactions on Power Systems,10.1109/TPWRS.2019.2928674,A,accept,polynomial chaos,,,smart grid; power grid,acceleration,,green,,38,24,Probabilistic and Robust Engineering Design,0,medium
Hu2020,2020,CONFERENCE,Uncertainty quantification in stochastic economic dispatch using Gaussian process emulation,"2020 IEEE Power and Energy Society Innovative Smart Grid Technologies Conference, ISGT 2020",10.1109/ISGT45199.2020.9087714,A,accept,surrogate; gaussian process; gaussian process emulator; gaussian-process emulator,,dispatch; economic dispatch; scheduling,power system; economic dispatch; renewable energy; power grid,computational cost; surrogate,,green,https://vtechworks.lib.vt.edu/bitstreams/d5cad0f9-d627-4111-8304-9b1b5d5b98c2/download,7,22,Electric Power System Optimization,1,low
