cite_key,original_cite_key,identity_type,identity_value,year,title,venue,doi,sources
rohrig_analysing_2020,rohrig_analysing_2020,doi,10.1049/icp.2024.1919,2020,{ANALYSING} {THE} {INTERACTION} {OF} {EXPANSION} {DECISIONS} {BY} {END} {CUSTOMERS} {AND} {GRID} {DEVELOPMENT} {IN} {THE} {CONTEXT} {OF} A {MUNICIPAL} {ENERGY} {SYSTEM},Institution of Engineering and Technology,10.1049/icp.2024.1919,moo_mes_focus
roldan-blay_optimal_2023,roldan-blay_optimal_2023,doi,10.1016/j.energy.2023.129318,2023,Optimal sizing and design of renewable power plants in rural microgrids using multi-objective particle swarm optimization and branch and bound methods,Energy,10.1016/j.energy.2023.129318,moo_mes_focus
rong_performance_2024,rong_performance_2024,doi,10.1016/j.energy.2024.133698,2024,Performance evaluation and multi-objective optimization of hydrogen-based integrated energy systems driven by renewable energy sources,Energy,10.1016/j.energy.2024.133698,moo_mes_focus
rousis_design_2018,rousis_design_2018,doi,10.3390/inventions3030055,2018,Design of a hybrid ac/dc microgrid using homer pro: Case study on an islanded residential application,Inventions,10.3390/inventions3030055,moo_mes_focus
roustaee_multi-objective_2021,roustaee_multi-objective_2021,doi,10.1016/j.seta.2021.101448,2021,Multi-objective energy management strategy of unbalanced multi-microgrids considering technical and economic situations,Sustainable Energy Technol. Assess.,10.1016/j.seta.2021.101448,moo_mes_focus
roy_hybrid_2022,roy_hybrid_2022,doi,10.1016/j.jclepro.2022.133761,2022,A hybrid renewable-based solution to electricity and freshwater problems in the off-grid Sundarbans region of India: Optimum sizing and socio-enviro-economic evaluation,Journal of Cleaner Production,10.1016/j.jclepro.2022.133761,moo_mes_focus
roy_probabilistic_2023,roy_probabilistic_2023,doi,10.1016/j.ref.2023.01.009,2023,Probabilistic optimal power dispatch in a droop controlled islanded microgrid in presence of renewable energy sources and {PHEV} load demand,Renew. Energy Focus,10.1016/j.ref.2023.01.009,moo_mes_focus
ruan_optimal_2023,ruan_optimal_2023,doi,10.1109/eeps58791.2023.10257153,2023,An Optimal Scheduling Scheme of Microgrid Based on Improved Differential Evolution Algorithm,Institute of Electrical and Electronics Engineers Inc,10.1109/eeps58791.2023.10257153,moo_mes_focus
rueda-medina_pricing_2011,rueda-medina_pricing_2011,key,rueda-medina_pricing_2011,2011,Pricing of reactive power support provided by distributed generators in transmission systems,,,moo_mes_focus
ruhani_hydrogen_2024,ruhani_hydrogen_2024,doi,10.1016/j.ijhydene.2023.03.456,2024,Hydrogen production via renewable-based energy system: Thermoeconomic assessment and Long Short-Term Memory ({LSTM}) optimization approach,Int J Hydrogen Energy,10.1016/j.ijhydene.2023.03.456,moo_mes_focus
ruiming_multi-objective_2019,ruiming_multi-objective_2019,doi,10.1016/j.ijhydene.2019.02.168,2019,Multi-objective optimized operation of integrated energy system with hydrogen storage,Int J Hydrogen Energy,10.1016/j.ijhydene.2019.02.168,moo_mes_focus
ruzive_optimising_2024,ruzive_optimising_2024,doi,10.1109/iceccme62383.2024.10796753,2024,Optimising Hybrid Energy Solutions for Hydrogen Production in South Africa,Institute of Electrical and Electronics Engineers Inc,10.1109/iceccme62383.2024.10796753,moo_mes_focus
ryu_multi-objective_2020,ryu_multi-objective_2020,doi,10.18178/ijeetc.9.3.163-170,2020,Multi-objective optimal operation planning for battery energy storage in a grid-connected micro-grid,Int. J. Electr. Electron. Eng. Telecommun.,10.18178/ijeetc.9.3.163-170,moo_mes_focus
s_towards_2025,s_towards_2025,doi,10.22266/ijies2025.0229.16,2025,Towards Sustainable Energy Management: Enhancing {PV} Performance in {DC} Microgrids with the Aquila Approach,Int. J. Intelligent Eng. Syst.,10.22266/ijies2025.0229.16,moo_mes_focus
saber_smart_2013,saber_smart_2013,doi,10.1109/pesmg.2013.6672780,2013,Smart micro-grid optimization with controllable loads using particle swarm optimization,,10.1109/pesmg.2013.6672780,moo_mes_focus
sachs_multi-objective_2016,sachs_multi-objective_2016,doi,10.1016/j.apenergy.2015.12.059,2016,Multi-objective three stage design optimization for island microgrids,Appl. Energy,10.1016/j.apenergy.2015.12.059,moo_mes_focus
sadi_innovative_2022,sadi_innovative_2022,doi,10.1016/j.jclepro.2022.130625,2022,"An innovative green multi-generation system centering around concentrating {PVTs} and biomass heaters, design and multi-objective optimization",J. Clean. Prod.,10.1016/j.jclepro.2022.130625,moo_mes_focus
saenz_multi-objective_2013,saenz_multi-objective_2013,key,saenz_multi-objective_2013,2013,Multi-objective optimization framework for the selection of microgrid policies,Institute of Industrial Engineers,,moo_mes_focus
safari_multi-objective_2022,safari_multi-objective_2022,doi,10.1080/01430750.2020.1751282,2022,Multi-objective model for simultaneous distribution networks reconfiguration and allocation of D-{STATCOM} under uncertainties of {RESs},Int J Ambient Energy,10.1080/01430750.2020.1751282,moo_mes_focus
safari_assessment_2018,safari_assessment_2018,doi,10.1016/j.enconman.2018.09.071,2018,Assessment and optimization of an integrated wind power system for hydrogen and methane production,Energy Convers. Manage.,10.1016/j.enconman.2018.09.071,moo_mes_focus
saffari_multi-objective_2019,saffari_multi-objective_2019,key,saffari_multi-objective_2019,2019,Multi-objective optimisation of an active distribution system using normalised normal constraint method,Institute of Electrical and Electronics Engineers Inc,,moo_mes_focus
sahu_fast_2022,sahu_fast_2022,doi,10.1109/pesgm48719.2022.9916797,2022,A Fast and Scalable Genetic Algorithm-Based Approach for Planning of Microgrids in Distribution Networks,{IEEE} Computer Society,10.1109/pesgm48719.2022.9916797,moo_mes_focus
saib_multi-objective_2020,saib_multi-objective_2020,doi,10.1007/s13369-019-04066-4,2020,Multi-objective Optimization of a Hybrid Renewable Energy System with a Gas Micro-turbine and a Storage Battery,Arab. J. Sci. Eng.,10.1007/s13369-019-04066-4,moo_mes_focus
saidi_realising_2018,saidi_realising_2018,key,saidi_realising_2018,2018,Realising optimum design of a hybrid renewable energy system using multi-objective evolutionary algorithm,I3M Conference,,moo_mes_focus
salahi_techno-economic_2024,salahi_techno-economic_2024,doi,10.1016/j.segan.2024.101435,2024,Techno-economic modeling of a preventive-corrective strategy based on black-start services to resilience enhancement of distribution networks,Sustain. Energy Grids Netw.,10.1016/j.segan.2024.101435,moo_mes_focus
salari_novel_2024,salari_novel_2024,doi,10.1016/j.est.2024.111765,2024,A novel solution methodology for electrical vehicles charging schedule in coordinated with full flexible resources in microgrid,J. Energy Storage,10.1016/j.est.2024.111765,moo_mes_focus
salgueiro_multi-objective_2019,salgueiro_multi-objective_2019,doi,10.1109/chilecon47746.2019.8986864,2019,Multi-objective Metaheuristics' Challenges in the Optimization of Microgrids Planning and Management,Institute of Electrical and Electronics Engineers Inc,10.1109/chilecon47746.2019.8986864,moo_mes_focus
samsatli_multi-objective_2018,samsatli_multi-objective_2018,doi,10.1016/j.apenergy.2017.09.055,2018,A multi-objective {MILP} model for the design and operation of future integrated multi-vector energy networks capturing detailed spatio-temporal dependencies,Appl. Energy,10.1016/j.apenergy.2017.09.055,moo_mes_focus
samy_multi-objective_2021,samy_multi-objective_2021,doi,10.1002/er.5815,2021,Multi-objective optimization of hybrid renewable energy system based on biomass and fuel cells,Int J Energy Res,10.1002/er.5815,moo_mes_focus
sanchez_optimization_2011,sanchez_optimization_2011,doi,10.2316/p.2011.756-043,2011,Optimization of a stand-alone generating system,,10.2316/p.2011.756-043,moo_mes_focus
sandgani_coordinated_2017,sandgani_coordinated_2017,doi,10.1109/tste.2017.2664666,2017,Coordinated Optimal Dispatch of Energy Storage in a Network of Grid-Connected Microgrids,{IEEE} Trans. Sustainable Energy,10.1109/tste.2017.2664666,moo_mes_focus
sandgani_priority-based_2018,sandgani_priority-based_2018,doi,10.1109/tste.2017.2769558,2018,Priority-Based Microgrid Energy Management in a Network Environment,{IEEE} Trans. Sustainable Energy,10.1109/tste.2017.2769558,moo_mes_focus
sani_role_2025,sani_role_2025,doi,10.1016/j.est.2024.114415,2025,"The role of long-term hydrogen storage in decarbonizing remote communities in Canada: An optimization framework with economic, environmental and social objectives",J. Energy Storage,10.1016/j.est.2024.114415,moo_mes_focus
santos_framework_2018,santos_framework_2018,doi,10.3390/en11102832,2018,"Framework for microgrid design using social, economic, and technical analysis",Energies,10.3390/en11102832,moo_mes_focus
sarfi_economic-reliability_2018,sarfi_economic-reliability_2018,doi,10.1109/tpwrs.2018.2835421,2018,An economic-reliability security-constrained optimal dispatch for microgrids,{IEEE} Trans Power Syst,10.1109/tpwrs.2018.2835421,moo_mes_focus
sarfi_new_2015,sarfi_new_2015,doi,10.1109/pesgm.2017.8274401,2015,A new multi-objective economic-emission dispatch in microgrids,{IEEE} Computer Society,10.1109/pesgm.2017.8274401,moo_mes_focus
sari_new_2022,sari_new_2022,doi,10.1016/j.egyr.2022.11.059,2022,New optimized configuration for a hybrid {PV}/diesel/battery system based on coyote optimization algorithm: A case study for Hotan county,Energy Rep.,10.1016/j.egyr.2022.11.059,moo_mes_focus
sarshar_multi-objective_2017,sarshar_multi-objective_2017,doi,10.1016/j.energy.2017.07.138,2017,Multi-objective energy management of a micro-grid considering uncertainty in wind power forecasting,Energy,10.1016/j.energy.2017.07.138,moo_mes_focus
saurav_optimal_2023,saurav_optimal_2023,doi,10.1080/15325008.2023.2202666,2023,Optimal Allocation and Assessment of Distributed Generation Units with Multi-Objective Planning in Unbalanced Distribution Networks,Electr. Power Comp. Syst.,10.1080/15325008.2023.2202666,moo_mes_focus
scartezzini_j-l_multi-objective_2019,scartezzini_j-l_multi-objective_2019,doi,10.1088/1742-6596/1343/1/012104,2019,A multi-objective optimization model for the operation of decentralized multi-energy systems,Institute of Physics Publishing,10.1088/1742-6596/1343/1/012104,moo_mes_focus
schmid_genetic_2023,schmid_genetic_2023,doi,10.1016/j.energy.2022.125421,2023,Genetic sizing optimization of residential multi-carrier energy systems: The aim of energy autarky and its cost,Energy,10.1016/j.energy.2022.125421,moo_mes_focus
schmid_open-source_2021,schmid_open-source_2021,doi,10.1016/j.energy.2020.119545,2021,"An open-source modeling tool for multi-objective optimization of renewable nano/micro-off-grid power supply system: Influence of temporal resolution, simulation period, and location",Energy,10.1016/j.energy.2020.119545,moo_mes_focus
schricker_unveil_2012,schricker_unveil_2012,doi,10.1016/b978-0-443-28824-1.50541-x,2012,Unveil the Subconscious Optimum: Near-Pareto-Optimal Design Alternatives for Industrial Energy System Transformation,Computer Aided Chemical Engineering,10.1016/b978-0-443-28824-1.50541-x,moo_mes_focus
schwaegerl_multi-objective_2011,schwaegerl_multi-objective_2011,doi,10.1002/etep.472,2011,"A multi-objective optimization approach for assessment of technical, commercial and environmental performance of microgrids",Eur Trans Electr Power,10.1002/etep.472,moo_mes_focus
sedighizadeh_voltage_2017,sedighizadeh_voltage_2017,doi,10.1016/j.asoc.2016.12.031,2017,Voltage and frequency regulation in autonomous microgrids using Hybrid Big Bang-Big Crunch algorithm,Appl. Soft Comput. J.,10.1016/j.asoc.2016.12.031,moo_mes_focus
sekhar_conceptual_2022,sekhar_conceptual_2022,doi,10.1109/icais53314.2022.9742779,2022,"Conceptual Review on Demand Side Management, Optimization Techniques for the Improvement of Power Quality in Smart Grids",Institute of Electrical and Electronics Engineers Inc,10.1109/icais53314.2022.9742779,moo_mes_focus
senthil_kumar_optimization_2023,senthil_kumar_optimization_2023,doi,10.1155/2023/4675421,2023,Optimization Technique for Renewable Energy Storage Systems for Power Quality Analysis with Connected Grid,Int. Trans. Elecr. Energy Sys.,10.1155/2023/4675421,moo_mes_focus
serraji_multi_2016,serraji_multi_2016,doi,10.3233/kes-160350,2016,Multi swarm optimization based adaptive fuzzy multi agent system for microgrid multi-objective energy management,Int. J. Knowledge-Based Intell. Eng. Syst.,10.3233/kes-160350,moo_mes_focus
seyam_multi-objective_2019,seyam_multi-objective_2019,doi,10.1109/cec.2019.8790299,2019,Multi-objective Optimization of Hydrogen Production in Hybrid Renewable Energy Systems,Institute of Electrical and Electronics Engineers Inc,10.1109/cec.2019.8790299,moo_mes_focus
seyednouri_day-ahead_2023,seyednouri_day-ahead_2023,doi,10.3390/en16041802,2023,Day-Ahead Scheduling of Multi-Energy Microgrids Based on a Stochastic Multi-Objective Optimization Model,Energies,10.3390/en16041802,moo_mes_focus
shaaban_multi-objective_2021,shaaban_multi-objective_2021,doi,10.1016/j.epsr.2021.107474,2021,A multi-objective planning approach for optimal {DG} allocation for droop based microgrids,Electr Power Syst Res,10.1016/j.epsr.2021.107474,moo_mes_focus
shaarif_optimal_2025,shaarif_optimal_2025,doi,10.1049/gtd2.13322,2025,Optimal distributed energy resources accommodation with techno-economic benefits using cheetah optimizer,{IET} Gener. Transm. Distrib.,10.1049/gtd2.13322,moo_mes_focus
shadmand_multi-objective_2014,shadmand_multi-objective_2014,doi,10.1109/tsg.2014.2315043,2014,Multi-objective optimization and design of photovoltaic-wind hybrid system for community smart {DC} microgrid,{IEEE} Trans. Smart Grid,10.1109/tsg.2014.2315043,moo_mes_focus
shafiee_socio-economic_2023,shafiee_socio-economic_2023,doi,10.1109/ei259745.2023.10512624,2023,Socio-Economic Oriented Microgrid Energy Management System with Islanding Capability during Adverse Weather Conditions,Institute of Electrical and Electronics Engineers Inc,10.1109/ei259745.2023.10512624,moo_mes_focus
shafiei_novel_2025,shafiei_novel_2025,doi,10.1016/j.est.2025.115966,2025,"A novel multi-objective optimization approach for resilience enhancement considering integrated energy systems with renewable energy, energy storage, energy sharing, and demand-side management",J. Energy Storage,10.1016/j.est.2025.115966,moo_mes_focus
shahab_improved_2021,shahab_improved_2021,doi,10.3390/en14041146,2021,Improved control strategy for three-phase microgrid management with electric vehicles using multi objective optimization algorithm,Energies,10.3390/en14041146,moo_mes_focus
shahbaz_assessment_2025,shahbaz_assessment_2025,doi,10.1016/j.renene.2025.122673,2025,An assessment of circular economy-oriented renewable energy projects via artificial intelligence recommender systems and a hybrid quantum fuzzy decision-making approach,Renew. Energy,10.1016/j.renene.2025.122673,moo_mes_focus
shahooei_novel_2022,shahooei_novel_2022,doi,10.3390/en15051774,2022,A Novel Agent-Based Power Management Scheme for Smart Multiple-Microgrid Distribution Systems,Energies,10.3390/en15051774,moo_mes_focus
shahverdian_multi-objective_2023,shahverdian_multi-objective_2023,doi,10.1016/j.ijhydene.2023.02.062,2023,Multi-objective technoeconomic optimization of an off-grid solar-ground-source driven cycle with hydrogen storage for power and fresh water production,Int J Hydrogen Energy,10.1016/j.ijhydene.2023.02.062,moo_mes_focus
